continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
5,3,0,0,0.006072748501948643,0.9494508580902147,2,0.11833489637060454,3,1,1
1,2,0,0,0.0021089888759993594,0.9583333333333339,0,0.3151000928322201,3,1,1
2,0,1,0,0.008933806126940102,0.9861111111111125,2,0.05743313339315843,3,1,0
1,3,1,0,0.003944560243815344,0.9722222222222232,4,0.4370828896420227,3,1,1
2,1,1,0,0.0030261005323080244,0.40277777777777857,3,0.19297557572603366,3,1,0
2,3,0,0,0.003951203713699666,0.6898148148148149,4,0.5632364421336002,3,0,0
1,0,0,1,0.0037677631616956832,0.9127905555577999,4,0.11242792094194012,3,1,1
2,2,1,1,0.0057100623655735394,0.9259259259259274,4,0.18723314685666248,3,1,1
1,0,1,0,0.005010837160248798,0.9490740740740744,4,0.27572399985586454,3,1,0
1,2,1,0,0.002406792074093433,0.9324643162988903,3,0.0016061350761099797,0,1,1
2,0,1,0,0.0029945440503575016,0.9351851851851851,4,0.1080990729881255,3,1,0
1,2,1,0,0.0010352896181363533,0.9276957086848999,2,0.2700896198842465,3,1,1
3,2,0,0,0.006740863316732751,0.9257418741548571,2,0.2519084568462494,3,0,1
1,0,1,0,0.007088324009345106,0.45906447187695437,3,0.09542235189532436,3,1,1
3,0,1,0,0.0538050368141368,0.3534713105079687,3,0.22065342109572422,3,1,1
3,0,1,0,0.002921465881629975,0.17592592592592737,3,0.43005697217302075,3,1,0
3,1,1,0,0.004278394605502454,0.9212962962962976,4,0.0002568224034659959,0,1,1
1,0,1,0,0.001649241398782584,0.9259259259259274,4,0.4026510602071805,3,1,0
1,3,1,0,0.0032927361201676632,0.9708806011496133,2,0.3300484424444667,3,1,1
1,0,1,1,0.0066480885831670606,0.8846348258032852,3,0.3078767162367888,3,1,1
3,0,1,0,0.008847441018443933,0.9861111111111125,2,0.008737287709955728,3,1,0
1,0,1,0,0.0037386126774014068,0.976851851851853,3,0.15080613016447847,3,1,0
1,3,1,0,0.0052500020760843395,0.9166666666666679,1,0.4004415926954703,3,1,0
1,3,0,0,0.002989561447944261,0.768518518518519,3,0.13119779520354719,3,0,1
1,3,1,0,0.00593983568701271,0.9377667417711479,1,0.3349717658585164,3,0,1
1,0,1,0,0.0007457294945149852,0.8379629629629637,3,0.10174957938642222,3,1,0
1,0,1,0,0.006201679137013263,0.3148148148148149,2,0.22985389670833925,3,1,0
1,3,1,0,0.007701442463398633,0.9120370370370381,1,0.10614276318629126,3,1,0
1,0,1,1,0.003826638653368654,0.9444444444444446,4,0.3412782818964594,3,1,0
1,0,0,0,0.003122432253878278,0.9143698552012068,2,0.20600965035422933,3,1,1
1,1,1,1,0.0028814342312134715,0.9128318381081407,4,0.1418025753824914,3,1,1
1,3,1,0,0.001773806459113595,0.8287037037037042,2,0.09962059228019049,3,1,0
2,1,0,0,0.004359777111585381,0.9166666666666679,3,0.32598932309222584,3,1,0
3,2,0,0,0.0013253722419219558,0.893518518518519,3,0.25066762075513815,3,1,0
3,3,1,0,0.004924472051752631,0.8564814814814827,3,0.1649508512068981,3,0,0
1,2,0,0,0.0017040329795315447,0.8734348043062866,2,0.0016706391151285946,0,1,1
2,0,0,1,0.0024647273270829353,0.9398148148148149,2,0.36888281035538384,3,1,0
1,3,1,0,0.007703103330869714,0.9675925925925934,2,0.061784964863237084,3,1,0
1,3,0,1,0.006552122173411173,0.976851851851853,4,0.05447487543701631,3,1,0
2,0,0,0,0.0007274599523331035,0.9120370370370381,4,0.10728903723707217,3,1,0
1,2,1,0,0.0012556158081365896,0.9444444444444446,1,0.29683683908814734,3,1,1
1,3,0,0,0.0035193781712188274,0.8333333333333339,2,0.23087047481568662,3,1,1
1,0,1,0,0.003162291664936596,0.9444444444444446,4,0.008045607339166129,3,0,0
1,0,1,0,0.0007972163861184697,0.9861111111111125,2,0.0028823714185731244,0,1,0
0,0,0,0,0.01008885420221154,0.8510400785048755,4,0.10774886820924576,3,1,1
1,0,1,0,0.003641598693213924,0.9502659387687558,3,0.19911781619958377,3,1,1
1,0,1,0,0.007794451041779121,0.9259259259259274,4,0.17728979119342506,3,1,0
1,0,0,0,0.007716041951248271,0.9248416924739976,4,0.45415216724231966,3,1,1
1,0,0,0,0.003150665592639035,0.8379629629629637,4,0.47160607013267475,3,1,1
1,0,0,1,0.005677186333201549,0.9158564961631929,4,0.07764658007885,3,1,1
1,0,0,1,0.005977590304440205,0.9102483166214044,3,0.346596191838846,3,1,1
1,3,0,0,0.0033582593011617853,0.9305555555555554,1,0.37886193008260516,3,1,1
1,3,1,0,0.0021265699096222087,0.9595904076190389,2,0.0004990181790493378,0,1,1
3,3,0,0,0.005562245160647406,0.9583333333333339,4,0.1015604238051537,3,1,1
1,3,1,0,0.007000556390602812,0.31944444444444464,2,0.21441074383802358,3,1,0
1,0,0,0,0.0003238691568606283,0.8194444444444446,2,0.00039159779140878175,0,1,1
1,2,1,0,0.005049742567921168,0.9295291200184794,3,0.1358881359290288,3,1,1
1,0,0,0,0.0034296913277804997,0.5555555555555571,4,0.0001516778394693867,0,1,1
1,3,0,1,0.39237329657279996,0.6944444444444446,2,0.3820872044803878,3,1,1
2,0,0,0,0.003526021641103148,0.5277777777777786,1,0.39378856672760093,3,1,0
3,3,1,0,0.0006743121932585389,0.5925925925925934,1,0.02020707691034262,3,1,0
1,0,0,0,0.0007640364957661157,0.31311918395854793,4,0.0017147595337352183,0,1,1
2,0,1,0,0.007900746559928251,0.9629629629629637,2,0.16629082332971992,3,1,0
1,0,1,1,0.003937916773931024,0.9722222222222232,3,0.24502506402771534,3,1,0
1,3,0,0,0.06984587753094973,0.8948409708346846,3,0.36791730808818995,3,0,1
1,1,0,0,0.006078623707719196,0.9806169573786157,3,0.09931703064534933,3,1,1
1,2,0,0,0.007375912439066924,0.8981481481481488,4,0.3116229285001116,3,0,1
1,3,1,0,0.002657387953728232,0.9444444444444446,1,0.471326471993751,3,1,0
1,0,1,0,0.005165297835059252,0.9629629629629637,2,0.0959877274530586,3,1,0
4,3,0,0,0.004210299039188168,0.5925925925925934,2,0.0012367432368303004,0,1,1
1,2,1,0,0.00697066077612337,0.9444444444444446,3,0.0459409136866125,3,1,1
1,0,0,0,0.001625989254187462,0.8703703703703702,2,0.19032316837272764,3,1,1
1,0,1,0,0.0023268753269832833,0.9675925925925934,0,0.28130584384454965,3,1,0
5,3,0,0,0.0030709439540271884,0.9537037037037042,3,0.12675248240612416,3,1,1
1,0,0,0,0.0003481986587146967,0.765805388135893,2,0.15218381898856678,3,1,1
1,3,1,0,0.0009682857356397245,0.9398148148148149,2,0.04902382385505463,3,1,0
1,0,0,0,0.0016442587963693435,0.8472222222222232,1,0.5556418988024575,3,1,0
1,3,0,0,0.00596328422857661,0.9170981684756185,3,0.20220106410234467,3,1,1
3,0,0,0,0.000613254032172994,0.8940782122498642,2,0.0003904757611893215,0,1,1
1,0,1,0,0.0011941637117066242,0.8703703703703702,2,0.10296831399690402,3,1,0
5,0,0,0,0.0013536069889303183,0.9629629629629637,2,0.00032121142697713335,0,1,1
5,3,0,0,0.003112465640804192,0.7453703703703702,3,0.0004688044707788152,0,1,1
3,0,0,0,0.03296988016841196,0.9814814814814827,2,0.4427440235903287,3,1,1
1,3,1,0,0.0020777452063212615,0.7638888888888893,3,0.33600773949953733,3,1,0
1,2,0,0,0.004439498750197228,0.8564814814814827,3,0.21694955759449625,3,1,1
3,0,1,0,0.007575216535596542,0.9074074074074083,2,0.06976890929990598,3,1,0
2,3,1,0,0.005681827618565177,0.9629629629629637,3,0.23063887044133782,3,1,0
2,0,1,0,0.0065255482938738904,0.9490740740740744,4,0.17509276070817456,3,1,1
2,3,0,0,0.0016794624632411445,0.9120838911437856,2,0.0004839520581994014,0,1,1
2,2,1,0,0.005449306172613956,0.31944444444444464,4,0.15450775890364818,3,1,1
1,3,1,0,0.0036339780267233574,0.851851851851853,3,0.13655799697006024,3,1,0
1,3,0,0,0.0010247918055772062,0.8629279226960224,2,0.00026618864651674985,0,1,1
1,0,0,0,0.004168777352411165,0.9166666666666679,4,0.22388562772877188,3,1,0
1,3,1,0,0.003479517351912904,0.9305555555555554,1,0.4773987483482458,3,0,0
3,3,1,0,0.0015711806276418171,0.8981481481481488,4,0.21962442678148383,3,1,0
3,0,1,0,0.0016616419672051805,0.7832800638959785,2,0.22440691927050943,3,1,1
1,0,0,0,0.0036804823159136014,0.8333333333333339,2,0.3154095488080096,3,1,0
1,3,0,1,0.0023385013992808443,0.9722222222222232,3,0.05926848763035574,3,1,0
1,3,1,0,0.005233329165780312,0.7753453375163267,2,0.042281958579532875,3,1,1
2,0,0,1,0.0072829038606864365,0.8101851851851851,3,0.03574154950894542,3,1,0
1,0,1,0,0.0016425979288982634,0.75,4,0.44223404285043627,3,1,0
1,3,1,0,0.0017243847235004187,0.9659554282113146,2,0.35329221101600905,3,1,1
1,0,0,0,0.00507371097687064,0.8840266754399964,2,0.37865981408122956,3,1,1
1,3,0,0,0.0012655810129630705,0.8981481481481488,3,0.04732339725755978,3,1,1
1,0,0,0,0.001443293832368646,0.9398148148148149,1,0.4951669359610268,3,1,0
3,0,0,0,0.005417836734642012,0.8015606225641817,3,0.0853486482970878,3,1,1
1,3,0,0,0.005093337210287128,0.9544497686842813,3,0.3174585243713133,3,1,1
1,2,1,0,0.004824083712049208,0.17655823316787553,1,0.3848738499388048,3,1,1
1,0,1,0,0.004208638171717088,0.9537037037037042,3,0.01480715184521271,3,1,0
5,0,1,0,0.0008762948335739521,0.9145996800248029,3,0.2462115476280166,3,1,1
1,2,1,0,0.0028151703634808458,0.7777777777777786,4,0.4867143317867333,3,0,1
1,3,1,0,0.005005854557835558,0.9305555555555554,3,0.27685279314905226,3,1,0
1,3,0,0,0.006954052101412568,0.9629629629629637,1,0.43269352779990705,3,1,0
1,3,1,0,0.004545794268346358,0.9166666666666679,3,0.20101919909319552,3,1,0
2,0,0,0,0.0036581346670938346,0.8335800740479955,3,0.22947648881016794,3,1,1
3,0,1,0,0.146740962804873,0.9583333333333339,3,0.06563765491623204,3,1,0
1,3,1,0,0.0010695986513756133,0.643518518518519,1,0.36522629324871275,3,1,0
1,0,0,0,6.809556631428594e-05,0.5601851851851851,1,0.3244648631889982,3,1,1
3,3,0,0,0.005098193695766105,0.7104311086812443,1,0.0017478682256086252,0,1,1
2,3,0,0,0.0011958245791777043,0.9120370370370381,4,0.24618364979486565,3,1,0
1,0,0,0,0.005216784726662736,0.9166666666666679,3,0.2733275070344205,3,1,0
1,3,1,0,0.0008520250126641144,0.9675925925925934,2,0.0013547587134741718,0,1,0
3,0,1,0,0.011076325164633489,0.9305555555555554,2,0.14417099221199572,3,1,0
1,2,0,0,0.0017194754896198631,0.5182546190625543,2,0.5572627673286881,1,0,1
1,0,0,0,0.004414585738131026,0.39351851851851904,2,0.18813675791762788,3,1,1
1,3,1,0,0.005276575955621621,0.9259259259259274,3,0.40916809339958,3,0,0
1,0,0,0,0.002883774517473056,0.9443134957023568,4,0.180608698570072,3,1,1
3,3,1,0,0.009809083284199337,0.23148148148148273,4,0.04782557744433262,3,1,0
1,2,1,0,0.008040259427498983,0.9537037037037042,1,0.6600125163540123,3,1,0
0,0,0,0,0.004215281641601409,0.7777777777777786,1,0.0001588781572565275,0,1,1
1,2,1,0,0.003354952291581893,0.9675925925925934,1,0.2576676303629761,3,1,0
1,3,0,0,0.005215178808014567,0.9288266454113642,2,0.0012029862343250317,0,1,1
2,2,0,0,0.0008668131003296376,0.9287040322435031,2,0.07072451353290174,3,1,1
1,0,0,0,0.003883108147385379,0.9861111111111125,3,0.16382105543298822,3,1,1
1,0,1,0,0.010621247477557529,0.7962962962962976,3,0.016595452143512157,3,1,0
1,1,1,0,0.0009417118561024422,0.9305555555555554,2,0.023247788905884997,3,1,0
5,2,0,0,0.08348516430131457,0.8564814814814827,2,0.0018857442439734976,0,1,0
1,2,1,0,0.0047448728649772485,0.8309069957679116,1,0.2210816577792859,3,1,1
1,3,1,0,0.00479824612395054,0.8240740740740744,1,0.13617053817093322,3,1,0
2,0,0,0,0.00045507768707595973,0.9305555555555554,4,0.0014713180868690602,0,1,1
1,0,1,0,0.00240504446450974,0.9665270987035331,2,0.32171398261904105,3,1,1
1,0,1,1,0.003979438460708028,0.7037037037037042,3,0.28338420567431066,3,1,0
2,3,0,0,0.0035844457390267976,0.8637690093107853,3,0.401338673712626,3,1,1
3,0,1,0,0.009011866898080867,0.9583333333333339,3,0.2445898934117165,3,0,0
3,1,0,0,0.006447487522733123,0.9444444444444446,2,0.1504145048048498,3,0,1
0,3,1,0,0.0009217814464494805,0.8101851851851851,2,0.2549726802340221,3,1,0
1,0,0,0,0.004612228967189563,0.8888888888888893,3,0.00038737515464177554,0,1,0
1,0,1,0,0.008674710801451598,0.8194444444444446,2,0.1342562699043859,3,1,0
1,0,0,0,0.008131607138408391,0.25462962962962976,2,0.0023895155556175798,0,1,0
1,0,1,0,0.002825135568307327,0.9537037037037042,4,0.40247155350286307,3,1,1
2,1,1,0,0.003969473255881547,0.7870370370370381,3,0.12074358162978549,3,1,0
1,0,1,1,0.0020511713267839793,0.9537037037037042,2,0.2696146943696938,3,1,0
1,0,0,0,0.0004882950364975627,0.4861111111111125,3,0.263953623076433,3,1,0
1,3,0,1,0.0022155972064209135,0.893518518518519,3,0.28257937029200375,3,1,1
2,2,1,1,0.003685723928603433,0.9785153925867945,4,0.0394543715582801,3,1,1
1,1,1,0,0.003514395568805587,0.8796296296296298,3,0.0729611838496347,3,1,0
1,0,0,0,0.0057385521680518225,0.5094448242729641,3,0.15459006561715,3,1,1
1,0,1,0,0.005500793064217441,0.08333333333333393,2,0.24545099302455645,3,1,0
3,0,1,0,0.00537954973882859,0.8981481481481488,4,0.3556489683591655,3,1,0
1,0,0,0,0.0477091826994248,0.7772652343444614,2,0.31826686391163206,3,0,1
1,3,1,0,0.004540811665933117,0.6944444444444446,2,0.47368693816424123,3,1,0
1,0,0,0,0.0006959034703825808,0.9583333333333339,2,0.19821911379850168,3,1,1
1,0,1,0,0.00034546043398467016,0.976851851851853,4,0.036096866269917184,3,1,1
1,1,1,0,0.000102973783206969,0.26851851851851904,4,0.3393431181723589,3,0,0
3,3,1,0,0.0027969008212989643,0.8194444444444446,4,0.1687986228388498,3,1,0
2,0,1,0,0.00572501017281326,0.9675925925925934,2,0.20560911973479468,3,1,0
1,0,1,0,0.001763841254287114,0.7731481481481488,2,0.36634055057142867,3,0,1
1,0,0,1,0.001989719230354014,0.9444444444444446,3,0.1275688149892138,3,1,1
3,0,1,0,0.0038322529785669037,0.8361637351983747,2,0.00031736381160861596,0,0,1
1,3,0,0,0.011257359718981223,0.851851851851853,1,0.7946749999054612,3,1,1
2,0,1,1,0.0029048569654443095,0.8958343429917264,4,0.082490733818888,3,1,1
3,3,1,0,0.000755694699341466,0.893518518518519,4,0.05129726216784965,3,1,0
1,0,0,1,0.00240327523065297,0.9398148148148149,3,0.14328840191867376,3,1,0
3,3,0,0,0.0009433727235735224,0.851851851851853,4,0.2716474119990726,3,1,1
1,2,1,0,0.007788267654074352,0.9221693865100116,1,0.1340774534633812,3,1,1
1,3,0,0,0.0012539549406655095,0.9444444444444446,2,0.21149070545941503,3,1,1
1,0,0,0,0.003047691809432066,0.9398148148148149,4,0.4127799374590685,3,1,1
1,2,0,0,0.005861201305441832,0.9212962962962976,1,0.39268229792314,3,1,1
0,3,0,0,0.0031191091106885123,0.9722222222222232,2,0.4203239494963081,3,1,0
1,1,1,1,7.307816872752638e-05,0.6944444444444446,3,0.20654361973301255,3,1,0
2,3,1,0,0.0007922337837052292,0.851851851851853,4,0.09245210325597927,3,1,0
5,2,0,0,0.003722090711279066,0.9239827344696392,2,0.2491075537123394,3,1,1
3,2,0,0,0.003854225568844023,0.878020061343814,2,0.21662337690851974,3,1,1
1,0,1,0,0.002801883423712205,0.7777777777777786,2,0.4372427539896897,3,1,0
1,0,1,0,0.0002507909881331019,0.8888888888888893,4,0.3949518516231365,3,1,1
1,0,1,0,0.0026939270380919953,0.643518518518519,2,0.14362166410375732,3,1,0
2,1,0,0,0.0071782692100083876,0.9629629629629637,3,0.02173983860705093,3,1,0
1,2,0,0,0.0009716074705818849,0.8425925925925934,2,0.5333206003870954,3,0,1
1,3,0,0,0.00016442587963693436,0.9444444444444446,1,0.16062514689064156,3,0,1
1,0,0,0,0.18388626379558043,0.9398148148148149,2,0.01823466476190818,3,1,1
1,0,1,0,0.0036228718308705292,0.920002294546089,3,0.26360603138851196,3,1,1
1,0,1,0,0.0027055531103895563,0.9537037037037042,2,0.3194162136344287,3,1,0
2,3,0,0,0.0060771140766822515,0.2731481481481488,3,0.23568742601333958,3,1,1
1,0,1,0,0.0037701691593519295,0.976851851851853,3,0.1304865351311523,3,1,0
0,3,0,0,0.007169964872652987,0.9305555555555554,4,0.017623370814029315,3,1,0
1,0,0,0,0.00389141248474078,0.9398148148148149,3,0.3075376629195682,3,1,1
1,3,1,0,0.5908569245717038,0.9305555555555554,1,0.42101613110745884,3,0,0
3,3,0,0,0.005520723473870403,0.6851851851851851,1,0.30874164226692025,3,0,0
4,3,0,1,0.00046836462684460094,0.7824074074074083,2,0.3166314788257934,3,1,0
1,0,1,0,0.002096014748503143,0.5787037037037042,4,0.20270628016607617,3,1,0
2,3,1,0,0.002084388676205582,0.601851851851853,2,0.0696990175970557,1,1,0
0,2,1,0,0.009739326850413971,0.5092592592592595,1,0.35898431570446454,3,1,0
1,0,1,0,0.001292154892500353,0.851851851851853,2,0.08850702833892984,3,1,0
1,0,1,0,0.0028101877610676057,0.9027777777777786,2,0.41466052863885466,3,1,1
1,3,1,0,0.0017306239048655112,0.851851851851853,2,0.37614286972806277,3,0,0
1,0,0,0,0.002314071239961103,0.8670198139121881,3,0.22178264385044108,3,1,1
1,1,0,1,0.006095383618864133,0.9305555555555554,4,0.24730376536430185,3,1,0
3,0,0,0,0.005593801642597929,0.9305555555555554,2,0.3848465953232652,2,1,1
1,3,0,0,0.017917438278012607,0.9490740740740744,4,0.3449287214637522,3,0,1
1,0,1,0,0.005688471088449497,0.9490740740740744,4,0.20472367863691895,3,1,1
2,0,1,0,0.012624583917849732,0.9529423368479307,2,0.0009339546453661794,0,1,1
1,3,1,0,0.001016450892301049,0.8888888888888893,2,0.0060279895756653636,3,1,0
1,2,0,0,0.0005514080003986081,0.9444444444444446,2,0.41256938517988573,3,1,1
1,0,0,0,0.00274541392969548,0.976851851851853,2,0.15895955649824287,3,1,1
1,1,0,0,0.008742806367765884,0.9722222222222232,4,0.15570876213635623,2,1,1
1,0,1,0,0.00022753884353797987,0.9722222222222232,0,0.4075074840832697,3,1,1
1,0,0,1,0.0037020735930376435,0.9861111111111125,4,0.41896173483246263,3,1,1
2,0,0,1,0.0003831136430121943,0.9504878061508867,1,0.13164993693071436,3,1,1
3,3,0,0,0.005093082269599897,0.9583333333333339,3,0.0028119902446397814,0,1,1
1,2,0,0,0.0003753560484641128,0.8194444444444446,2,0.0009910255002891556,0,1,1
1,0,0,0,0.006105348823690614,0.8472222222222232,2,0.17538153781121088,3,1,0
5,2,0,0,0.00045507768707595973,0.7407407407407423,3,0.310934443536624,3,1,0
2,0,1,0,0.10815236798179688,0.9305555555555554,1,0.21600512677162412,3,1,0
1,0,1,0,0.0028218138333651666,0.851851851851853,3,0.32642060909542614,3,0,1
1,2,1,0,0.0032436741710195234,0.976851851851853,1,0.12965171930974725,3,1,0
1,0,1,0,0.0072363995714961925,0.7129629629629637,3,0.08232078245733095,3,1,0
1,3,0,1,0.006052201064616049,0.851851851851853,2,0.16921809836604182,3,1,0
1,0,0,0,0.0007523729643993057,0.8194444444444446,3,0.4972066083004157,3,1,0
1,0,1,0,0.004177081689766565,0.893518518518519,4,0.21179865500626327,3,0,0
1,3,0,0,0.006183986915511293,0.9239150226036347,3,0.0017686176158675361,0,1,1
1,3,1,0,0.001787093398882236,0.9861111111111125,4,0.24200906944747946,3,0,0
3,0,1,0,0.0022504754233135965,0.8240740740740744,4,0.029076305807274366,3,1,0
4,0,0,0,0.0033715609662926943,0.9907407407407423,1,0.1062471151639669,3,1,1
1,2,1,0,0.0014150590853602835,0.9490740740740744,2,0.0030518229279717416,0,1,1
1,3,0,0,0.0053326354858318535,0.9305555555555554,2,0.0003087493812505616,0,1,1
1,3,1,0,0.0072829038606864365,0.9212962962962976,4,0.16665563233002995,3,1,0
3,3,1,0,0.009566596633421636,0.8287037037037042,4,0.24261597754219877,3,0,0
1,0,0,0,0.0009915378802348466,0.9444444444444446,3,0.483905568768288,3,0,0
1,0,1,0,0.0016873947700564288,0.8600021358112082,2,0.0006655888621231697,0,1,1
1,0,1,0,0.002675657495910114,0.9490740740740744,4,0.20855008489847898,3,1,0
1,0,1,1,0.0028467268454313685,0.7916666666666679,3,0.2530332559668522,3,1,0
2,0,0,0,0.0010330595670118502,0.25462962962962976,2,0.2533294576927373,3,1,0
1,0,1,1,0.005347993256878068,0.4212962962962976,2,0.26034052591604184,3,1,0
1,3,1,0,0.0006062166269442529,0.9398148148148149,3,0.5589277799896208,3,1,0
2,0,0,0,0.00013120853021533145,0.8981481481481488,4,0.25443300100273475,3,1,0
1,2,1,0,0.0015263372059226533,0.9861111111111125,3,0.08981134974106876,3,1,0
3,1,1,0,0.008211328777020238,0.7916666666666679,4,0.014578429602940193,3,1,0
1,3,0,1,0.00028234747008362465,0.9490740740740744,2,0.13373986702236698,3,1,0
1,3,1,0,0.0038183343160132534,0.9444444444444446,3,0.3095111715312925,3,1,0
1,3,0,0,0.0018719164000440235,0.4229564436676737,2,0.41631690580033,3,1,1
1,2,1,0,0.003897898106198866,0.5651814236955931,2,0.18092016542320474,3,1,1
1,3,1,0,0.0037253257376327654,0.7916666666666679,4,0.30491692769157897,3,1,1
3,2,1,0,0.008485371909748463,0.8009259259259274,2,0.02771847699658848,3,1,0
1,2,0,0,0.001976076936623929,0.9684078207775187,1,0.17767194124485117,3,1,1
1,1,1,0,0.000652720916134497,0.8425925925925934,4,0.3609989886808438,3,1,0
2,1,1,0,0.001567858892699657,0.9490740740740744,2,0.15886970916351645,3,1,0
2,3,1,0,0.006678348101213264,0.8981481481481488,4,0.013658152299968354,3,1,0
1,3,1,0,0.00732110381252128,0.9398148148148149,1,0.4439944303261272,3,0,0
1,2,1,0,0.005659724640506228,0.9627221772949317,2,0.250013759755891,2,1,1
1,2,0,0,0.004911185111983989,0.893518518518519,3,0.38340606185299847,3,1,0
1,0,1,0,0.0008254511331268321,0.9398148148148149,4,0.27348188906563803,3,1,0
1,2,1,0,0.0006244861691261345,0.6990740740740744,1,0.31423461007407855,3,1,1
1,1,1,1,0.005530688678696883,0.9537037037037042,4,0.482785359216284,3,1,0
1,3,1,0,0.002549431568108023,0.9351851851851851,2,0.4958983709579557,3,1,1
1,3,1,0,0.003936255906459944,0.8564814814814827,1,0.0026561419072713833,0,1,0
1,3,1,0,0.16134995308049394,0.8981481481481488,1,0.3719258405875963,3,0,0
1,0,1,0,0.0005746601449937302,0.9490740740740744,4,0.09465997306403845,3,1,0
1,2,0,0,0.001064616048962373,0.8564814814814827,1,0.229600832981031,3,0,1
1,0,1,0,0.007889120487630689,0.9259259259259274,3,0.2303637208106188,3,1,0
3,2,1,0,0.0009183408300425459,0.9794165493173611,3,0.0009807181417400503,0,1,1
2,2,0,0,0.0038932417939082815,0.3525311833544354,2,0.19769655845550782,3,1,1
1,2,1,0,0.0021690929172306695,0.9166666666666679,2,0.3133160244573254,3,1,0
1,3,1,0,0.006968999908652289,0.39351851851851904,2,0.13290458128812344,3,1,0
2,0,0,1,0.006377731088947757,0.7592592592592595,1,0.15922480663183022,3,1,1
1,3,0,0,0.006171000373684951,0.926252132766978,2,0.0030133425516365962,0,1,1
1,2,1,0,0.00423521205125437,0.9953703703703702,2,0.27988623715935873,3,1,1
1,3,0,0,0.007907390029812571,0.9444444444444446,2,0.32922257404147415,3,0,1
1,0,0,0,0.005612071184779811,0.8888888888888893,4,0.0003799505317930444,0,1,1
